seed_id,source_question_id,question,answer,expected_sources,evidence_count,evidence_child_ids,evidence_titles,evidence_source_files,reference_scope,trap_type,style,category,difficulty,approval_status,corpus_version,index_version
CACHE088,QA088,じいちゃんから住宅資金をもらったら税金かからないの,直系尊属から住宅取得等資金の贈与を受けた場合の非課税制度を確認する。受贈者や住宅や期限などの要件を満たす必要がある。,No.4508,1,02468b0359439511,No.4508 直系尊属から住宅取得等資金の贈与を受けた場合の非課税,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4508_直系尊属から住宅取得等資金の贈与を受けた場合の非課税.md,single,none,colloquial,贈与税,normal,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE089,QA089,相続でもらった土地を売ったら取得費を増やせるって本当,相続税を納めた人が相続財産を一定期間内に譲渡した場合に相続税額の一部を取得費に加算できる特例がある。期限と対象財産を確認する。,No.3267,1,19e3b63ef2da10b6,No.3267 相続財産を譲渡した場合の取得費の特例,data/markdown/nta_taxanswer_asset_tax/05_related_income_tax/3267_相続財産を譲渡した場合の取得費の特例.md,single,similar_terms,colloquial,譲渡所得,normal,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE090,QA090,親の借地に自分の家を建てたら贈与になるの,親が借地している土地に子が家を建てる場合は借地権や権利金の扱いを確認する必要がある。親所有土地の使用貸借とは別にNo.4555を確認する。,No.4555|No.4552,2,dce2de64afa539bb|8a2d72a31293224c,No.4555 親の借地に子供が家を建てたとき|No.4552 親の土地に子供が家を建てたとき,data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4555_親の借地に子供が家を建てたとき.md|data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4552_親の土地に子供が家を建てたとき.md,multi,confusable,colloquial,贈与税,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE091,QA091,実家が入院で空き家だったけど小規模宅地いける,入院で一時空家となった建物敷地は質疑応答10/06を確認する。生活拠点や居住継続性などの前提事実により判定が変わる。,質疑応答 10/06,1,dce86638023ec58e,入院により空家となっていた建物の敷地についての小規模宅地等の特例,data/markdown/nta_sozoku_shitsugi/10__06_入院により空家となっていた建物の敷地についての小規模宅地等の特例.md,single,none,colloquial,小規模宅地,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE092,QA092,老人ホームに入ってた親の家でも小規模宅地いける,老人ホーム入所により空家となっていた建物敷地については質疑応答10/15や10/16を確認する。入所理由や要介護認定などの要件が重要。,質疑応答 10/15|質疑応答 10/16,2,0591e269c92df859|3495034a1e846699,老人ホームへの入所により空家となっていた建物の敷地についての小規模宅地等の特例（平成26年1月1日以後に相続又は遺贈により取得する場合の取扱い）|老人ホームに入所していた被相続人が要介護認定の申請中に死亡した場合の小規模宅地等の特例,data/markdown/nta_sozoku_shitsugi/10__15_老人ホームへの入所により空家となっていた建物の敷地についての小規模宅地等の特例（平成26年1月1日以後に相続又は遺贈により取得する場合の取扱い）.md|data/markdown/nta_sozoku_shitsugi/10__16_老人ホームに入所していた被相続人が要介護認定の申請中に死亡した場合の小規模宅地等の特例.md,multi,none,colloquial,小規模宅地,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE093,QA093,兄弟でまだ遺産分割できてないけど相続税申告は待てる,未分割でも申告期限までに申告が必要。法定相続分等で申告し分割後に修正申告や更正の請求を検討する。,No.4208|No.4205,2,f878b40769641342|8919cd225f8060ab,No.4208 相続財産が分割されていないときの申告|No.4205 相続税の申告と納税,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4208_相続財産が分割されていないときの申告.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4205_相続税の申告と納税.md,multi,deadline,colloquial,相続税,normal,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE094,QA094,農地を相続したけど納税猶予って使えるの,農業相続人が農地等を相続した場合の納税猶予はNo.4147を確認する。農業継続や農業委員会関係など個別要件が重要。,No.4147|質疑応答 18,2,729fad80e3412a5b|514fffb9cebd7c61,No.4147 農業相続人が農地等を相続した場合の納税猶予の特例|2人以上の者が農地等を共有で相続した場合の納税猶予の特例の可否,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4147_農業相続人が農地等を相続した場合の納税猶予の特例.md|data/markdown/nta_sozoku_shitsugi/18__28_2人以上の者が農地等を共有で相続した場合の納税猶予の特例の可否.md,multi,none,colloquial,納税猶予,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE095,QA095,会社の株を後継者に渡す事業承継税制はどれを見るべき,非上場株式等の相続税側はNo.4148で贈与税側はNo.4439を確認する。詳細な質疑応答はPDF0025005-103も参照する。,No.4148|No.4439|0025005-103,3,4c29a1bb9a012717|12aa14e84e952351|d26ce20b97fe1b51,No.4148 非上場株式等についての相続税の納税猶予及び免除の特例等（法人版事業承継税制）|No.4439 非上場株式等についての贈与税の納税猶予及び免除の特例等（法人版事業承継税制）|非上場株式等についての贈与税・相続税の納税猶予及び免除の特例措置等に関する質疑応答事例について（情報）,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4148_非上場株式等についての相続税の納税猶予及び免除の特例等（法人版事業承継税制）.md|data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4439_非上場株式等についての贈与税の納税猶予及び免除の特例等（法人版事業承継税制）.md|data/markdown/nta_sozoku_joho_zeikaishaku_pdf/0025005-103_非上場株式等についての贈与税・相続税の納税猶予及び免除の特例措置等に関する質疑応答事例について（情報）.md,multi,none,colloquial,事業承継,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE096,QA096,個人事業の機械や店舗を子に承継する税制はどこを見るの,個人の事業用資産についての相続税側はNo.4153で贈与税側はNo.4442を確認する。詳細はPDF0025006-064を参照する。,No.4153|No.4442|0025006-064,3,4a329942ff608478|1279354227df99a2|0f674546eda83d52,No.4153 個人の事業用資産についての相続税の納税猶予及び免除（個人版事業承継税制）|No.4442 個人の事業用資産についての贈与税の納税猶予及び免除（個人版事業承継税制）|個人の事業用資産についての贈与税・相続税の納税猶予及び免除に関する質疑応答事例について（情報）,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4153_個人の事業用資産についての相続税の納税猶予及び免除.md|data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4442_個人の事業用資産についての贈与税の納税猶予及び免除（個人版事業承継税制）.md|data/markdown/nta_sozoku_joho_zeikaishaku_pdf/0025006-064_個人の事業用資産についての贈与税・相続税の納税猶予及び免除に関する質疑応答事例について（情報）.md,multi,none,colloquial,事業承継,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE097,QA097,相続人が海外に住んでいる場合は相続税の対象が変わりますか,相続人が外国に居住している場合は納税義務者区分や国内外財産の範囲を確認する。No.4138を基礎に個別の住所国や国籍等も確認する。,No.4138,1,ad2ed1c059aa1e31,No.4138 相続人が外国に居住しているとき,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4138_相続人が外国に居住しているとき.md,single,none,colloquial,国際税務,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE098,QA098,ハワイのコンドミニアムを相続したら日本の相続税に関係ありますか,ハワイ州のコンドミニアムの合有不動産権に関する質疑応答02/07を確認する。国外財産でも納税義務者区分により日本の相続税対象になり得る。,質疑応答 02/07|No.4138,2,80347301bdc0dbe9|ad2ed1c059aa1e31,ハワイ州に所在するコンドミニアムの合有不動産権を相続税の課税対象とすることの可否|No.4138 相続人が外国に居住しているとき,data/markdown/nta_sozoku_shitsugi/02__07_ハワイ州に所在するコンドミニアムの合有不動産権を相続税の課税対象とすることの可否.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4138_相続人が外国に居住しているとき.md,multi,none,colloquial,国際税務,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE099,QA099,離婚で財産をもらったら贈与税ってかかるの,離婚に伴う財産分与は通常贈与税がかからない場合があるが過大な分与や租税回避目的がある場合は課税され得る。No.4414で確認する。,No.4414,1,2d72f7b84b819a5d,No.4414 離婚して財産をもらったとき,data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4414_離婚して財産をもらったとき.md,single,confusable,colloquial,贈与税,normal,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE100,QA100,15年以内の年賦延納で不動産割合を判定する場合はどの事例を見ますか,15年以内の年賦延納をすることができる場合の不動産の占める割合の計算は質疑応答20/01を確認する。延納一般はNo.4211も参照する。,質疑応答 20/01|No.4211,2,952ddea3657b9388|2ad5c3f13c42662e,15年以内の年賦延納をすることができる場合の不動産の占める割合の計算|No.4211 相続税の延納,data/markdown/nta_sozoku_shitsugi/20__01_15年以内の年賦延納をすることができる場合の不動産の占める割合の計算.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4211_相続税の延納.md,multi,deadline,formal,相続税,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
